NDOMS	notifiable-animal-disease-investigation-category
WARBLE	WARBLE
VDR	VDR
TESCH	TESCH
SSCABR	SSCABR
RSCRAP	RSCRAP
RPESTR	RPESTR
RVFR	RVFR
Rabies	Rabies
PMV	PMV
DPR	DPR
SPOXR	SPOXR
GPOXR	GPOXR
LSDR	LSDR
EVA	EVA
EHVDR	EHVDR
EBvL	EBovL
RCWD	RCWD
CBPPR	CBPPR
CAgR	CAgR
BTR	BTR
RBSE	RBSE
BRU	BRU
BR	BatR
BAB	BAB
AJR	AJR
SFR	SFR
ANR	ANR
IDHR	IDHR
