name
African Horse Sickness
African Swine Fever
Anthrax
Aujeszky’s disease
Avian Influenza
Bluetongue
Bovine Spongiform Encephalopathy
Bovine TB
Bovine Viral Diarrhoea
Classical Swine Fever
Enzootic bovine leukosis
Equine diseases
Equine Infectious Anaemia
Foot and Mouth Disease
Hydatid disease
Johnes disease
Newcastle disease
Porcine Epidemic Diarrhoea virus
Psoroptic mange
Rabies
Salmonella
Schmallenberg virus
Scrapie
Sheep Scab
Sustainable control of parasites
Swine Vesicular Disease
West Nile Virus
